0|name_eng|1|city_eng|2|country_eng|3|latitude|4|longitude|5|runway_elevation
Mananjary|Mananjary|Mananjary|Mananjary|Madagascar|Madagascar|-21.201772|-21.201772|48.358317|48.358317|6|6
Maiana|Maiana|Maiana|Maiana|Kiribati|Kiribati|1.003611|1.003611|173.030833|173.030833|2|2
Ninoy Aquino Intl|Ninoy Aquino Intl|Manila|Manila|Philippines|Philippines|14.508647|14.508647|121.019581|121.019581|23|23
Menominee|Menominee|Menominee|Menominee|United States|United States|45.126650|45.126650|-87.638441|-87.638441|191|191
Municipal|Municipal|Marion|Marion|United States|United States|40.616250|40.616250|-83.063472|-83.063472|303|303
Manono|Manono|Manono|Manono|Democratic Republic Of Congo|Democratic Republic Of Congo|-7.288889|-7.288889|27.394444|27.394444|633|633
Maron|Maron|Maron|Maron|Sierra Leone|Sierra Leone|-1.550|-1.550|145.033|145.033||
Monto|Monto|Monto|Monto|Australia|Australia|-24.885833|-24.885833|151.100278|151.100278|231|231
Mongu|Mongu|Mongu|Mongu|Zambia|Zambia|-15.254542|-15.254542|23.162306|23.162306|1063|1063
Mansa|Mansa|Mansa|Mansa|Zambia|Zambia|-11.138611|-11.138611|28.875556|28.875556|1250|1250
Minto|Minto|Minto|Minto|United States|United States|65.148168|65.148168|-149.368590|-149.368590|151|151
Maulmyine|Maulmyine|Maulmyine|Maulmyine|Myanmar|Myanmar|16.444747|16.444747|97.660669|97.660669|16|16
Mountain Valley|Mountain Valley|Mountain Valley|Mountain Valley|Australia|Australia|-14.117|-14.117|133.833|133.833|142|142
Macdonald Downs|Macdonald Downs|Macdonald Downs|Macdonald Downs|Australia|Australia|-22.447778|-22.447778|135.203056|135.203056|152|152
Manicore|Manicore|Manicore|Manicore|Brazil|Brazil|-5.811381|-5.811381|-61.278319|-61.278319|53|53
Mono|Mono|Mono|Mono|Solomon Islands|Solomon Islands|-7.416944|-7.416944|155.564722|155.564722|11|11
Manassas|Manassas|Manassas|Manassas|United States|United States|38.721417|38.721417|-77.515444|-77.515444|59|59
Orestes Acosta|Orestes Acosta|Moa|Moa|Cuba|Cuba|20.654114|20.654114|-74.922114|-74.922114|5|5
Mobile Regional Airport|Mobile Regional Airport|Alabama, AL|Alabama, AL|United States|United States|30.691417|30.691417|-88.242833|-88.242833|67|67
Montes Claros|Montes Claros|Montes Claros|Montes Claros|Brazil|Brazil|-16.706924|-16.706924|-43.818900|-43.818900|668|668
Municipal|Municipal|Modesto, CA|Modesto, CA|United States|United States|37.625817|37.625817|-120.954421|-120.954421|30|30
Momeik|Momeik|Momeik|Momeik|Myanmar|Myanmar|23.092525|23.092525|96.645272|96.645272|183|183
Waioti|Waioti|Maumere|Maumere|Indonesia|Indonesia|-8.640647|-8.640647|122.236889|122.236889|35|35
Mong Hsat|Mong Hsat|Mong Hsat|Mong Hsat|Myanmar|Myanmar|20.516758|20.516758|99.256825|99.256825|572|572
Mohanbari|Mohanbari|Mohanbari|Mohanbari|India|India|27.483|27.483|95.017|95.017||
Mitiaro Island|Mitiaro Island|Mitiaro Island|Mitiaro Island|Cook Islands|Cook Islands|-19.842499|-19.842499|-157.703333|-157.703333|8|8
Moengo|Moengo|Moengo|Moengo|Suriname|Suriname|5.607500|5.607500|-54.400000|-54.400000||
Mankono|Mankono|Mankono|Mankono|Cote D&#039;Ivoire|Cote D&#039;Ivoire|8.067|8.067|-6.200|-6.200||
Aro|Aro|Molde|Molde|Norway|Norway|62.744722|62.744722|7.262500|7.262500|3|3
Moudjeria|Moudjeria|Moudjeria|Moudjeria|Mauritania|Mauritania|17.750|17.750|-12.500|-12.500|78|78
Mount Cook Airport|Mount Cook Airport|Mount Cook|Mount Cook|New Zealand|New Zealand|-43.765000|-43.765000|170.133333|170.133333|656|656
Moomba|Moomba|Moomba|Moomba|Australia|Australia|-28.099444|-28.099444|140.196944|140.196944|44|44
Municipal|Municipal|Mount Pleasant|Mount Pleasant|United States|United States|43.621639|43.621639|-84.737306|-84.737306|230|230
Morondava|Morondava|Morondava|Morondava|Madagascar|Madagascar|-20.284750|-20.284750|44.317614|44.317614|9|9
Moore-Murrell|Moore-Murrell|Morristown|Morristown|United States|United States|36.179389|36.179389|-83.375444|-83.375444|400|400
Intermediate|Intermediate|Moses Point|Moses Point|United States|United States|64.698182|64.698182|-162.057299|-162.057299|4|4
International|International|Minot|Minot|United States|United States|48.257639|48.257639|-101.278028|-101.278028|523|523
Mountain Village|Mountain Village|Mountain Village|Mountain Village|United States|United States|62.095362|62.095362|-163.682059|-163.682059|103|103
Moranbah|Moranbah|Moranbah|Moranbah|Australia|Australia|-22.057778|-22.057778|148.077500|148.077500|235|235
Municipal|Municipal|Morris|Morris|Mexico|Mexico|45.565968|45.565968|-95.967187|-95.967187|347|347
Monterrey|Monterrey|Monterrey|Monterrey|Colombia|Colombia|4.883|4.883|-72.900|-72.900|457|457
Temae|Temae|Moorea|Moorea|French Polynesia|French Polynesia|-17.489972|-17.489972|-149.761869|-149.761869|3|3
Mpacha|Mpacha|Mpacha|Mpacha|Namibia|Namibia|-17.634167|-17.634167|24.176389|24.176389|985|985
SPB|SPB|Miami|Miami|United States|United States|25.778333|25.778333|-80.170278|-80.170278|0|0
Muko-Muko|Muko-Muko|Muko-Muko|Muko-Muko|Indonesia|Indonesia|-2.533|-2.533|101.083|101.083|5|5
Mirpur Khas|Mirpur Khas|Mirpur Khas|Mirpur Khas|Pakistan|Pakistan|25.682778|25.682778|69.072778|69.072778|15|15
Griswold|Griswold|Madison|Madison|United States|United States|41.271182|41.271182|-72.549730|-72.549730|5|5
Mapoda|Mapoda|Mapoda|Mapoda|Papua New Guinea|Papua New Guinea|-7.967|-7.967|143.167|143.167|9|9
Makini|Makini|Makini|Makini|Papua New Guinea|Papua New Guinea|-6.533|-6.533|147.650|147.650|823|823
Malay|Malay|Caticlan|Caticlan|Philippines|Philippines|11.924503|11.924503|121.954050|121.954050|2|2
Mamitupo|Mamitupo|Mamitupo|Mamitupo|Panama|Panama|9.167|9.167|-77.967|-77.967|3|3
Petit Jean Park|Petit Jean Park|Morrilton|Morrilton|United States|United States|35.138863|35.138863|-92.909197|-92.909197|281|281
Mokpo|Mokpo|Mokpo|Mokpo|Korea (South)|Korea (South)|34.758906|34.758906|126.379872|126.379872|7|7
Montpellier Méditerranée|Montpellier Méditerranée|Montpellier|Montpellier|France|France|43.583333|43.583333|3.961389|3.961389|5|5
Maputo International|Maputo International|Maputo|Maputo|Mozambique|Mozambique|-25.920836|-25.920836|32.572606|32.572606|44|44
Mount Pleasant|Mount Pleasant|Mount Pleasant|Mount Pleasant|Falkland Islands|Falkland Islands|-51.822777|-51.822777|-58.447222|-58.447222|74|74
Mt Pocono|Mt Pocono|Mt Pocono|Mt Pocono|United States|United States|41.137472|41.137472|-75.378889|-75.378889|584|584
Mulatupo|Mulatupo|Mulatupo|Mulatupo|Panama|Panama|8.933|8.933|-77.733|-77.733|5|5
Maan|Maan|Maan|Maan|Jordan|Jordan|30.167|30.167|35.783|35.783|990|990
Mcpherson|Mcpherson|Mcpherson|Mcpherson|United States|United States|38.352444|38.352444|-97.691306|-97.691306|457|457
Mount Pleasant|Mount Pleasant|Mount Pleasant|Mount Pleasant|United States|United States|33.15|33.15|-94.966666666667|-94.966666666667|123|123
Maliana|Maliana|Maliana|Maliana|Indonesia|Indonesia|-8.972222|-8.972222|125.215278|125.215278|198|198
Mapua|Mapua|Mapua|Mapua|Papua New Guinea|Papua New Guinea|-2.800|-2.800|151.983|151.983|12|12
Edward F Knapp State|Edward F Knapp State|Montpelier, VT|Montpelier, VT|United States|United States|44.203505|44.203505|-72.562329|-72.562329|355|355
Mariupol|Mariupol|Mariupol|Mariupol|Ukraine|Ukraine|47.076128|47.076128|37.449569|37.449569|77|77
Miyanmin|Miyanmin|Miyanmin|Miyanmin|Papua New Guinea|Papua New Guinea|-4.900|-4.900|141.617|141.617|762|762
Maripasoula|Maripasoula|Maripasoula|Maripasoula|French Guiana|French Guiana|3.657499|3.657499|-54.037222|-54.037222|124|124
Municipal|Municipal|Mt Pleasant|Mt Pleasant|United States|United States|40.946590|40.946590|-91.511070|-91.511070|223|223
Mandora|Mandora|Mandora|Mandora|Australia|Australia|-19.738056|-19.738056|120.838056|120.838056|9|9
Municipal|Municipal|Macomb|Macomb|United States|United States|40.520083|40.520083|-90.652389|-90.652389|215|215
Miquelon Aprt|Miquelon Aprt|Miquelon|Miquelon|St. Pierre and Miquelon|St. Pierre and Miquelon|47.095833|47.095833|-56.384444|-56.384444|3|3
Maquinchao|Maquinchao|Maquinchao|Maquinchao|Argentina|Argentina|-41.250|-41.250|-68.733|-68.733|887|887
Marqua|Marqua|Marqua|Marqua|Australia|Australia|-22.805833|-22.805833|137.251389|137.251389|213|213
Magnitogorsk|Magnitogorsk|Magnitogorsk|Magnitogorsk|Russian Federation|Russian Federation|53.393131|53.393131|58.755661|58.755661|436|436
Midgard|Midgard|Midgard|Midgard|Norway|Norway|62.366666666667|62.366666666667|6.4333333333333|6.4333333333333||
Municipal|Municipal|Minacu|Minacu|Brazil|Brazil|-13.549103|-13.549103|-48.195347|-48.195347|427|427
Quincy|Quincy|Quincy|Quincy|United States|United States|42.250|42.250|-71.000|-71.000||
Merkez|Merkez|Balikesir|Balikesir|Turkey|Turkey|39.843486|39.843486|-85.897064|-85.897064|263|263
San Matias|San Matias|San Matias|San Matias|Bolivia|Bolivia|-11.7|-11.7|-66.65|-66.65||
Mildura|Mildura|Mildura|Mildura|Australia|Australia|-34.229167|-34.229167|142.085556|142.085556|51|51
Mardin|Mardin|Mardin|Mardin|Turkey|Turkey|37.223336|37.223336|40.631667|40.631667|527|527
Mo I Rana|Mo I Rana|Mo I Rana|Mo I Rana|Norway|Norway|66.363889|66.363889|14.301389|14.301389|70|70
Malam|Malam|Malam|Malam|Niger|Niger|13.25|13.25|6.75|6.75||
Kruger Mpumalanga|Kruger Mpumalanga|Nelspruit|Nelspruit|South Africa|South Africa|-25.383189|-25.383189|31.105603|31.105603|862|862
Moundou|Moundou|Moundou|Moundou|Chad|Chad|8.624406|8.624406|16.071418|16.071418|429|429
Mosquera|Mosquera|Mosquera|Mosquera|Colombia|Colombia|2.500|2.500|-78.417|-78.417|15|15
Mustique|Mustique|Mustique Island|Mustique Island|Saint Vincent and the Grenadines|Saint Vincent and the Grenadines|12.887778|12.887778|-61.180000|-61.180000|3|3
Sawyer International|Sawyer International|Marquette|Marquette|United States|United States|46.353639|46.353639|-87.395361|-87.395361|372|372
Mariquita|Mariquita|Mariquita|Mariquita|Colombia|Colombia|5.212594|5.212594|-74.883697|-74.883697|467|467
Mostaganem|Mostaganem|Mostaganem|Mostaganem|Bosnia And Herzegovina|Bosnia And Herzegovina|35.908806|35.908806|0.149383|0.149383|223|223
Telfair-Wheeler|Telfair-Wheeler|Mc Rae|Mc Rae|Belize|Belize|32.096995|32.096995|-82.879411|-82.879411|62|62
Makale|Makale|Makale|Makale|Ethiopia|Ethiopia|13.467367|13.467367|39.533464|39.533464|2257|2257
Smyrna|Smyrna|Smyrna|Smyrna|United States|United States|36.008972|36.008972|-86.520083|-86.520083|166|166
Margaret River|Margaret River|Margaret River|Margaret River|Australia|Australia|-18.633333333333|-18.633333333333|126.86666666667|126.86666666667||
Misurata|Misurata|Misurata|Misurata|Libya|Libya|32.325|32.325|15.061|15.061|18|18
Eastern Wv Regional Airport/Shepherd Field|Eastern Wv Regional Airport/Shepherd Field|Martinsburg|Martinsburg|United States|United States|39.401903|39.401903|-77.984669|-77.984669|172|172
Maury County|Maury County|Columbia|Columbia|United States|United States|35.554389|35.554389|-87.179139|-87.179139|208|208
A Carnevalli|A Carnevalli|Merida|Merida|Venezuela|Venezuela|8.582294|8.582294|-71.161186|-71.161186|1526|1526
Mara Lodges|Mara Lodges|Mara Lodges|Mara Lodges|Kenya|Kenya|-1.404722|-1.404722|35.008056|35.008056|1707|1707
Municipal|Municipal|Marfa|Marfa|United States|United States|30.371103|30.371103|-104.017586|-104.017586|1478|1478
Mareeba|Mareeba|Mareeba|Mareeba|Australia|Australia|-17.069167|-17.069167|145.419167|145.419167|475|475
May River|May River|May River|May River|Papua New Guinea|Papua New Guinea|34.733550|34.733550|-76.660596|-76.660596|3|3
Merrill Field|Merrill Field|Anchorage|Anchorage|United States|United States|61.213545|61.213545|-149.844446|-149.844446|42|42
Marcala|Marcala|Marcala|Marcala|Honduras|Honduras|14.150|14.150|-88.033|-88.033|1234|1234
Marco Island|Marco Island|Marco Island|Marco Island|United States|United States|25.995028|25.995028|-81.672528|-81.672528|2|2
Miners Lake|Miners Lake|Miners Lake|Miners Lake|Australia|Australia|-20.067|-20.067|145.583|145.583||
Manare|Manare|Manare|Manare|Papua New Guinea|Papua New Guinea|-9.200|-9.200|147.617|147.617|762|762
Lenoir|Lenoir|Morganton|Morganton|United States|United States|35.820234|35.820234|-81.611412|-81.611412|387|387
Masterton|Masterton|Masterton|Masterton|New Zealand|New Zealand|-40.973333|-40.973333|175.633611|175.633611|111|111
Marla|Marla|Marla|Marla|Australia|Australia|-27.334|-27.334|133.628|133.628|329|329
Marinduque|Marinduque|Marinduque|Marinduque|Philippines|Philippines|13.360967|13.360967|121.825583|121.825583|10|10
Macara|Macara|Macara|Macara|Ecuador|Ecuador|-4.378231|-4.378231|-79.941022|-79.941022|460|460
Marseille Provence Airport|Marseille Provence Airport|Marseille|Marseille|France|France|43.436667|43.436667|5.215000|5.215000|23|23
Moroak|Moroak|Moroak|Moroak|Australia|Australia|-14.817|-14.817|133.700|133.700|94|94
Sir Seewoosagur Ramgoolam Int|Sir Seewoosagur Ramgoolam Int|Plaisance|Plaisance|Mauritius|Mauritius|-20.430235|-20.430235|57.683600|57.683600|57|57
Mineralnye Vodyj|Mineralnye Vodyj|Mineralnye Vody|Mineralnye Vody|Russian Federation|Russian Federation|44.225072|44.225072|43.081889|43.081889|321|321
Maribo|Maribo|Maribo|Maribo|Denmark|Denmark|54.699344|54.699344|11.440117|11.440117|5|5
Mahshahr|Mahshahr|Bandar Mahshahr|Bandar Mahshahr|Iran|Iran|30.556192|30.556192|49.151879|49.151879|2|2
Monterey Peninsula|Monterey Peninsula|Monterey|Monterey|United States|United States|36.587000|36.587000|-121.842944|-121.842944|78|78
Moree|Moree|Moree|Moree|Australia|Australia|-29.498889|-29.498889|149.844722|149.844722|214|214
Muskrat Dam|Muskrat Dam|Muskrat Dam|Muskrat Dam|Canada|Canada|53.441111|53.441111|-91.763056|-91.763056|274|274
Marigot SPB|Marigot SPB|St Martin|St Martin|Netherlands|Netherlands|18.033|18.033|-63.100|-63.100||
Falcon Field|Falcon Field|Mesa|Mesa|United States|United States|33.460833|33.460833|-111.728333|-111.728333|425|425
Mt Pleasant|Mt Pleasant|Mt Pleasant|Mt Pleasant|United States|United States|39.526543|39.526543|-111.476087|-111.476087|1777|1777
Kent International|Kent International|Manston|Manston|United Kingdom|United Kingdom|51.342222|51.342222|1.346111|1.346111|54|54
Mount Swan|Mount Swan|Mount Swan|Mount Swan|Australia|Australia|-22.584722|-22.584722|135.031389|135.031389|122|122
Matsaile|Matsaile|Matsaile|Matsaile|Lesotho|Lesotho|-29.813611|-29.813611|28.809167|28.809167|1890|1890
Masirah|Masirah|Masirah|Masirah|Oman|Oman|20.675434|20.675434|58.890467|58.890467|20|20
Masalembo|Masalembo|Masalembo|Masalembo|Philippines|Philippines|14.966666666667|14.966666666667|120.66666666667|120.66666666667||
Misawa|Misawa|Misawa|Misawa|Japan|Japan|40.703222|40.703222|141.368364|141.368364|36|36
Mastic Point|Mastic Point|Mastic Point|Mastic Point|Greece|Greece|36.850833333333|36.850833333333|27.076111111111|27.076111111111||
Sheffield|Sheffield|Sheffield|Sheffield|United States|United States|34.745306|34.745306|-87.610222|-87.610222|168|168
Masi Manimba|Masi Manimba|Masi Manimba|Masi Manimba|Democratic Republic Of Congo|Democratic Republic Of Congo|-4.783|-4.783|17.850|17.850|595|595
Dane County Regional|Dane County Regional|Madison|Madison|United States|United States|43.139858|43.139858|-89.337514|-89.337514|270|270
Missoula International|Missoula International|Missoula|Missoula|United States|United States|46.916306|46.916306|-114.090556|-114.090556|977|977
Minneapolis - St. Paul Intl|Minneapolis - St. Paul Intl|Minneapolis|Minneapolis|United States|United States|44.881957|44.881957|-93.221766|-93.221766|256|256
Minsk International 2|Minsk International 2|Minsk|Minsk|Belarus|Belarus|53.882469|53.882469|28.030731|28.030731|204|204
Mus|Mus|Mus|Mus|Turkey|Turkey|38.747769|38.747769|41.661236|41.661236|1267|1267
Richards Field|Richards Field|Massena|Massena|United States|United States|44.935833|44.935833|-74.845556|-74.845556|66|66
Maastricht/aachen|Maastricht/aachen|Maastricht|Maastricht|Netherlands|Netherlands|50.911658|50.911658|5.770144|5.770144|114|114
Moshoeshoe Intl|Moshoeshoe Intl|Maseru|Maseru|Lesotho|Lesotho|-29.462256|-29.462256|27.552503|27.552503|1630|1630
Sullivan County Intl|Sullivan County Intl|Monticello|Monticello|United States|United States|41.701639|41.701639|-74.795028|-74.795028|428|428
Massawa International|Massawa International|Massawa|Massawa|Eritrea|Eritrea|15.669989|15.669989|39.370103|39.370103|59|59
Mossendjo|Mossendjo|Mossendjo|Mossendjo|Congo|Congo|-2.950|-2.950|12.700|12.700|463|463
Namibe|Namibe|Namibe|Namibe|Angola|Angola|-15.261222|-15.261222|12.146756|12.146756|64|64
Matamata|Matamata|Matamata|Matamata|New Zealand|New Zealand|-37.734444|-37.734444|175.741944|175.741944|55|55
Monte Libano|Monte Libano|Monte Libano|Monte Libano|Colombia|Colombia|7.971739|7.971739|-75.432519|-75.432519|49|49
Selfridge ANGB|Selfridge ANGB|Mt Clemens|Mt Clemens|United States|United States|19.865278|19.865278|-71.645000|-71.645000|17|17
Mt Sandford|Mt Sandford|Mt Sandford|Mt Sandford|Australia|Australia|-16.978333|-16.978333|130.554722|130.554722|39|39
Monte Alegre|Monte Alegre|Monte Alegre|Monte Alegre|Brazil|Brazil|-1.995800|-1.995800|-54.074203|-54.074203|99|99
Mizan Teferi|Mizan Teferi|Mizan Teferi|Mizan Teferi|Ethiopia|Ethiopia|6.967|6.967|35.533|35.533|1340|1340
Mato Grosso|Mato Grosso|Mato Grosso|Mato Grosso|Brazil|Brazil|-15.017|-15.017|-60.017|-60.017|270|270
Marathon Flight Strip|Marathon Flight Strip|Marathon|Marathon|Canada|Canada|24.726194|24.726194|-81.051361|-81.051361|2|2
Mosteiros|Mosteiros|Mosteiros|Mosteiros|Cape Verde|Cape Verde|15.045000|15.045000|-24.339167|-24.339167|20|20
Montrose Regional Airport|Montrose Regional Airport|Montrose|Montrose|United States|United States|38.509796|38.509796|-107.894243|-107.894243|1755|1755
Makin Island|Makin Island|Makin Island|Makin Island|Kiribati|Kiribati|3.374444|3.374444|172.992222|172.992222||
Maitland|Maitland|Maitland|Maitland|Australia|Australia|-32.703333|-32.703333|151.488333|151.488333|23|23
SPB|SPB|Metlakatla|Metlakatla|United States|United States|55.131045|55.131045|-131.578068|-131.578068|0|0
Glenn L Martin|Glenn L Martin|Baltimore|Baltimore|United States|United States|39.325667|39.325667|-76.413778|-76.413778|6|6
Coles County Memorial|Coles County Memorial|Mattoon|Mattoon|United States|United States|39.477937|39.477937|-88.279238|-88.279238|220|220
Montauk Airport|Montauk Airport|Montauk|Montauk|United States|United States|41.076457|41.076457|-71.920769|-71.920769|2|2
Mitchell|Mitchell|Mitchell|Mitchell|Australia|Australia|-26.483333|-26.483333|147.936667|147.936667|349|349
S. Jeronimo|S. Jeronimo|Monteria|Monteria|Colombia|Colombia|8.823678|8.823678|-75.825944|-75.825944|11|11
Matsapha Intl|Matsapha Intl|Manzini|Manzini|Swaziland|Swaziland|-26.529022|-26.529022|31.307519|31.307519|632|632
Minatitlan|Minatitlan|Minatitlan|Minatitlan|Mexico|Mexico|18.103419|18.103419|-94.580681|-94.580681|11|11
Montepuez|Montepuez|Montepuez|Montepuez|Mozambique|Mozambique|-13.121944|-13.121944|39.052778|39.052778|557|557
Mota Lava|Mota Lava|Mota Lava|Mota Lava|Vanuatu|Vanuatu|-13.666|-13.666|167.712|167.712|19|19
Municipal|Municipal|Manitowoc|Manitowoc|United States|United States|44.128778|44.128778|-87.680583|-87.680583|198|198
Metro Field|Metro Field|Fairbanks|Fairbanks|United States|United States|64.806790|64.806790|-147.762421|-147.762421|132|132
Gen Mariano Escobedo|Gen Mariano Escobedo|Monterrey|Monterrey|Mexico|Mexico|25.778489|25.778489|-100.106878|-100.106878|390|390
Masada|Masada|Masada|Masada|Israel|Israel|31.328169|31.328169|35.388608|35.388608||
Munda|Munda|Munda|Munda|Solomon Islands|Solomon Islands|-8.327968|-8.327968|157.263092|157.263092|3|3
Maun|Maun|Maun|Maun|Botswana|Botswana|-19.972564|-19.972564|23.431086|23.431086|943|943
Franz Josef Strauss|Franz Josef Strauss|Munich|Munich|Germany|Germany|48.353783|48.353783|11.786086|11.786086|453|453
Mueda|Mueda|Mueda|Mueda|Mozambique|Mozambique|-11.672922|-11.672922|39.563142|39.563142|850|850
Kamuela|Kamuela|Kamuela|Kamuela|United States|United States|20.001327|20.001327|-155.668107|-155.668107|814|814
Muting|Muting|Muting|Muting|Indonesia|Indonesia|-7.300|-7.300|140.550|140.550||
Mulege|Mulege|Mulege|Mulege|Mexico|Mexico|26.906667|26.906667|-111.968061|-111.968061|43|43
Mersa Matruh|Mersa Matruh|Mersa Matruh|Mersa Matruh|Egypt|Egypt|31.325356|31.325356|27.221689|27.221689|29|29
Muir AAF|Muir AAF|Fort Indiantown|Fort Indiantown|Haiti|Haiti|40.434833|40.434833|-76.569333|-76.569333|149|149
Mui|Mui|Mui|Mui|Ethiopia|Ethiopia|5.817|5.817|35.800|35.800|543|543
Mauke Island|Mauke Island|Mauke Island|Mauke Island|Cook Islands|Cook Islands|-20.136111|-20.136111|-157.345278|-157.345278|8|8
Spence|Spence|Moultrie|Moultrie|United States|United States|31.137687|31.137687|-83.704060|-83.704060|89|89
Mumias|Mumias|Mumias|Mumias|Kenya|Kenya|0.333|0.333|34.483|34.483||
Quiriquire|Quiriquire|Maturin|Maturin|Venezuela|Venezuela|9.749067|9.749067|-63.153400|-63.153400|68|68
AFB|AFB|Mountain Home|Mountain Home|United States|United States|43.043599|43.043599|-115.872426|-115.872426|913|913
Mulga Park|Mulga Park|Mulga Park|Mulga Park|Australia|Australia|-25.859722|-25.859722|131.649722|131.649722|37|37
Muccan|Muccan|Muccan|Muccan|Australia|Australia|-20.658889|-20.658889|120.066667|120.066667|91|91
Marudi|Marudi|Marudi|Marudi|Malaysia|Malaysia|4.177500|4.177500|114.321944|114.321944|31|31
Marcus Island|Marcus Island|Marcus Island|Marcus Island|Japan|Japan|24.289722222222|24.289722222222|153.97916666667|153.97916666667||
Muscatine|Muscatine|Muscatine|Muscatine|United States|United States|41.367778|41.367778|-91.148222|-91.148222|167|167
Mount Union|Mount Union|Mount Union|Mount Union|United States|United States|40.317|40.317|-77.867|-77.867|171|171
Mustin Alf|Mustin Alf|Philadelphia|Philadelphia|Egypt|Egypt|29.483333333333|29.483333333333|31.066666666667|31.066666666667||
Mascara|Mascara|Mascara|Mascara|Algeria|Algeria|35.216944|35.216944|0.148333|0.148333|514|514
Multan|Multan|Multan|Multan|Pakistan|Pakistan|30.203222|30.203222|71.419111|71.419111|123|123
Mouyondzi|Mouyondzi|Mouyondzi|Mouyondzi|Congo|Congo|-4.014722|-4.014722|13.966389|13.966389|509|509
Musoma|Musoma|Musoma|Musoma|Tanzania|Tanzania|-1.502500|-1.502500|33.801944|33.801944|1160|1160
Reykiahlid|Reykiahlid|Myvatn|Myvatn|Iceland|Iceland|65.655833|65.655833|-16.918056|-16.918056|314|314
Franceville/Mvengue|Franceville/Mvengue|Franceville|Franceville|Gabon|Gabon|-1.656156|-1.656156|13.438036|13.438036|442|442
Monroe - Walton County|Monroe - Walton County|Monroeville|Monroeville|Chad|Chad|31.458056|31.458056|-87.351028|-87.351028|128|128
Carrasco International|Carrasco International|Montevideo|Montevideo|Uruguay|Uruguay|-34.838417|-34.838417|-56.030806|-56.030806|32|32
Montevideo-Chippewa|Montevideo-Chippewa|Montevideo, MN|Montevideo, MN|United States|United States|44.969056|44.969056|-95.710250|-95.710250|315|315
Dixsept Rosado|Dixsept Rosado|Mossoro|Mossoro|Brazil|Brazil|-5.201919|-5.201919|-37.364347|-37.364347|23|23
Mevang|Mevang|Mevang|Mevang|Gabon|Gabon|0.083|0.083|11.083|11.083|350|350
Macksville|Macksville|Macksville|Macksville|Australia|Australia|-30.717|-30.717|152.917|152.917||
Manetai|Manetai|Manetai|Manetai|Papua New Guinea|Papua New Guinea|-6.117|-6.117|155.400|155.400|18|18
Marlboro|Marlboro|Mandeville|Mandeville|Jamaica|Jamaica|18.017|18.017|-77.483|-77.483|610|610
Mulka|Mulka|Mulka|Mulka|Australia|Australia|-28.347778|-28.347778|138.650000|138.650000||
Morrisville-Stowe|Morrisville-Stowe|Stowe|Stowe|United States|United States|44.534608|44.534608|-72.614004|-72.614004|223|223
Monument Valley|Monument Valley|Kayenta, AZ|Kayenta, AZ|United States|United States|36.714917|36.714917|-110.231972|-110.231972|1740|1740
Mt Vernon-Outland|Mt Vernon-Outland|Mt Vernon|Mt Vernon|United States|United States|38.323361|38.323361|-88.858500|-88.858500|146|146
Mongo|Mongo|Mongo|Mongo|Chad|Chad|12.167|12.167|18.675|18.675|431|431
Mitu|Mitu|Mitu|Mitu|Colombia|Colombia|1.253531|1.253531|-70.234069|-70.234069|207|207
Mogilev|Mogilev|Mogilev|Mogilev|Belarus|Belarus|53.954861|53.954861|30.095089|30.095089|194|194
Salam|Salam|Maroua|Maroua|Cameroon|Cameroon|10.451392|10.451392|14.257361|14.257361|424|424
Aeroporto Max Feffer|Aeroporto Max Feffer|Mucuri|Mucuri|Brazil|Brazil|-18.048878|-18.048878|-39.864169|-39.864169|84|84
Mataiva|Mataiva|Mataiva|Mataiva|French Polynesia|French Polynesia|-14.869444|-14.869444|-148.713333|-148.713333|3|3
Musgrave|Musgrave|Musgrave|Musgrave|Australia|Australia|-14.775556|-14.775556|143.504722|143.504722|122|122
Megeve|Megeve|Megeve|Megeve|France|France|45.820833|45.820833|6.652222|6.652222|1470|1470
Skagit Regional|Skagit Regional|Mount Vernon|Mount Vernon|United States|United States|48.470889|48.470889|-122.420861|-122.420861|44|44
Minvoul|Minvoul|Minvoul|Minvoul|Gabon|Gabon|2.150|2.150|12.117|12.117|600|600
Masvingo|Masvingo|Masvingo|Masvingo|Zimbabwe|Zimbabwe|-20.055333|-20.055333|30.859111|30.859111|1096|1096
Williamson County|Williamson County|Marion|Marion|United States|United States|37.754972|37.754972|-89.011083|-89.011083|144|144
Morawa|Morawa|Morawa|Morawa|Australia|Australia|-29.202500|-29.202500|116.021667|116.021667|271|271
Lawrence J Timmerman|Lawrence J Timmerman|Milwaukee|Milwaukee|United States|United States|43.110389|43.110389|-88.034417|-88.034417|227|227
Mianwali|Mianwali|Mianwali|Mianwali|Pakistan|Pakistan|32.563088|32.563088|71.570681|71.570681|210|210
Merowe|Merowe|Merowe|Merowe|Sudan|Sudan|18.455278|18.455278|31.818611|31.818611|258|258
Maewo|Maewo|Maewo|Maewo|Vanuatu|Vanuatu|-14.997222|-14.997222|168.081111|168.081111|155|155
Marawaka|Marawaka|Marawaka|Marawaka|Papua New Guinea|Papua New Guinea|-6.967|-6.967|145.883|145.883|1844|1844
Grant County|Grant County|Moses Lake|Moses Lake|United States|United States|47.208583|47.208583|-119.319139|-119.319139|362|362
Maramuni|Maramuni|Maramuni|Maramuni|Papua New Guinea|Papua New Guinea|-5.117|-5.117|143.483|143.483|1524|1524
